ds,y,price,inventory,store_id
2024-01-01,129.15848763713586,29.976971152988703,29,store_002
2024-01-02,130.94394660442188,30.425743085214354,74,store_002
2024-01-03,161.17362783625487,31.996124787746485,17,store_002
2024-01-04,179.6487272368071,29.0847044483169,57,store_002
2024-01-05,195.0910694539561,31.85153263929869,92,store_002
2024-01-06,155.51609298881692,28.828329291453837,92,store_002
2024-01-07,130.64384705253553,31.461957629243035,90,store_002
2024-01-08,102.29075393007254,31.431494106104317,38,store_002
2024-01-09,119.74704358026693,31.709359553849584,25,store_002
2024-01-10,161.70361217918264,29.58300475019758,21,store_002
2024-01-11,177.37727621755138,27.653729810566038,76,store_002
2024-01-12,165.7332801037413,31.12670861612787,48,store_002
2024-01-13,129.94743253017634,29.300135977207233,33,store_002
2024-01-14,134.85470054850353,31.304010542069012,39,store_002
2024-01-15,95.4813709737065,27.136155096056502,69,store_002
2024-01-16,116.89345931695175,27.137948563588136,51,store_002
2024-01-17,131.85954282952466,32.70012087341902,60,store_002
2024-01-18,169.83760629695095,32.37597825246728,62,store_002
2024-01-19,155.4419605969111,32.317455878312195,33,store_002
2024-01-20,141.10584445342943,33.04732487653459,15,store_002
2024-01-21,92.20615772463992,30.123675782927833,17,store_002
2024-01-22,97.5703396518051,30.668919957394074,21,store_002
2024-01-23,105.31044000799507,31.975884668625284,63,store_002
2024-01-24,142.91993735662737,32.156244365641896,76,store_002
2024-01-25,149.21415442870523,30.36959089939949,76,store_002
2024-01-26,133.79223016462504,28.06128464853146,93,store_002
2024-01-27,154.22044527450095,32.55544459995767,56,store_002
2024-01-28,88.16964403483634,32.51419070336048,88,store_002
2024-01-29,108.30340233159606,28.833219728327084,83,store_002
2024-01-30,94.8230195361353,30.58917255903651,75,store_002
2024-01-31,128.18098570432605,30.62239918093433,24,store_002
2024-02-01,146.88007830292727,31.291263390385545,93,store_002
2024-02-02,154.58533592472696,32.939061829334086,82,store_002
2024-02-03,133.37981663453354,30.890770119330853,85,store_002
2024-02-04,118.61595956480713,28.217014793033247,36,store_002
2024-02-05,92.46274814925559,33.15186514442705,15,store_002
2024-02-06,96.9499459061291,27.36076249684691,25,store_002
2024-02-07,155.4549707099782,29.861131315777516,38,store_002
2024-02-08,168.8785936854755,27.228998492556446,33,store_002
2024-02-09,144.6870175074043,27.565362613455367,54,store_002
2024-02-10,120.08724831314984,28.327948847174365,26,store_002
2024-02-11,118.45211401882833,28.843633641715293,73,store_002
2024-02-12,99.97519707457342,28.5605778822219,33,store_002
2024-02-13,92.84857883953197,28.391291990031995,69,store_002
2024-02-14,136.790844237729,29.864875036232643,27,store_002
2024-02-15,136.27169100439943,26.568630304045495,62,store_002
2024-02-16,149.38332513652333,28.517426104032843,70,store_002
2024-02-17,125.63118163969655,29.741922949007503,77,store_002
2024-02-18,114.57904922754489,28.39982987258559,28,store_002
2024-02-19,81.0992647141208,31.702385143082203,49,store_002
2024-02-20,114.78359466994104,27.882297480011644,89,store_002
2024-02-21,121.0339112663695,28.60208500603887,34,store_002
2024-02-22,157.32410891150408,29.53109582120922,79,store_002
2024-02-23,126.40603372222037,29.68259616287403,16,store_002
2024-02-24,112.14670878914892,28.013860288272344,45,store_002
2024-02-25,94.83200796714867,27.487402800433177,27,store_002
2024-02-26,101.25420219965382,29.592652449607463,15,store_002
2024-02-27,82.87191075177984,31.151815032342093,32,store_002
2024-02-28,129.3213841846383,27.146175736864556,76,store_002
2024-02-29,143.3990891865972,29.753420904503415,21,store_002
2024-03-01,122.10444885854173,27.683707240906074,18,store_002
2024-03-02,120.8354413265444,28.905071004177895,64,store_002
2024-03-03,68.60565101924496,29.05106256849918,86,store_002
2024-03-04,75.55719587506994,28.58519755703038,50,store_002
2024-03-05,94.17111613527146,29.13462835296869,60,store_002
2024-03-06,137.8141075507801,26.359219353136602,44,store_002
2024-03-07,140.58242935559213,29.66416109984306,68,store_002
2024-03-08,128.01772258990695,32.13164528424181,74,store_002
2024-03-09,124.58518977520787,29.408410862481922,25,store_002
2024-03-10,81.56162109247745,27.75934087865715,90,store_002
2024-03-11,82.71636933894904,29.992528215981814,88,store_002
2024-03-12,100.19876937084234,30.958536358708347,51,store_002
2024-03-13,98.90816325778225,31.508052737455806,35,store_002
2024-03-14,136.74045393652153,32.52766805789859,85,store_002
2024-03-15,159.43445472672943,31.794741863905614,45,store_002
2024-03-16,127.85785490250966,24.697857923356697,70,store_002
2024-03-17,86.77782242042618,33.266608782449175,21,store_002
2024-03-18,74.68439135816386,32.50633865874159,36,store_002
2024-03-19,90.54871602221426,30.23955916649354,42,store_002
2024-03-20,117.67568845408736,25.674083376128994,54,store_002
2024-03-21,135.5268040248657,29.38403756877276,61,store_002
2024-03-22,142.69393986017732,28.854863198292414,87,store_002
2024-03-23,108.751510406357,31.33346835104123,81,store_002
2024-03-24,91.58656022507115,27.40722808482441,59,store_002
2024-03-25,77.34104594875059,29.09632441255006,89,store_002
2024-03-26,95.3837290663282,29.747940933862598,43,store_002
2024-03-27,117.44493051816173,29.524870046188305,52,store_002
2024-03-28,140.13038530392066,26.42702633634906,60,store_002
2024-03-29,141.27868829060563,32.82082845421553,90,store_002
2024-03-30,110.80567831233743,30.180228545217545,59,store_002
2024-03-31,92.72489607925948,31.349525022020842,34,store_002
2024-04-01,82.12534300426466,28.853359411140556,31,store_002
2024-04-02,91.61564459392058,30.404579242172577,43,store_002
2024-04-03,116.30431476315859,31.728666182106057,21,store_002
2024-04-04,139.44174495547884,30.473049113117597,68,store_002
2024-04-05,131.5212493883121,30.426962859536335,18,store_002
2024-04-06,139.99733504618706,31.11377511291869,65,store_002
2024-04-07,89.25703109317205,29.21551619111071,35,store_002
2024-04-08,90.5642835026464,30.514579411201577,16,store_002
2024-04-09,105.8377029665872,31.69047983002916,38,store_002
2024-04-10,108.50558518180202,30.723305416512375,82,store_002
2024-04-11,140.11253157494863,25.87943635036529,46,store_002
2024-04-12,135.52922109350575,31.92595443348325,49,store_002
2024-04-13,110.51538011502782,27.24219977892353,89,store_002
2024-04-14,98.15649140563441,28.87783080596828,82,store_002
2024-04-15,94.83851017292707,26.909885019556988,43,store_002
2024-04-16,78.37531239850864,28.746733135962202,24,store_002
2024-04-17,115.79588377866969,28.20010505333233,88,store_002
2024-04-18,143.88380240122063,32.4943040248575,94,store_002
2024-04-19,122.51766590804985,30.743323651767827,46,store_002
2024-04-20,132.358575486368,31.79298980390495,45,store_002
2024-04-21,96.68659713739044,32.777569009795144,69,store_002
2024-04-22,79.98929753590001,30.541556405781883,29,store_002
2024-04-23,94.85765494208884,28.948326874630602,79,store_002
2024-04-24,130.1082583040669,26.77480275274477,45,store_002
2024-04-25,155.8020660654919,32.080837652046306,55,store_002
2024-04-26,157.48491546912166,31.219530313086597,66,store_002
2024-04-27,128.39550845133053,32.76966052441095,82,store_002
2024-04-28,94.31966816808486,30.656589488140966,31,store_002
2024-04-29,72.28694040070373,32.375607939671575,93,store_002
2024-04-30,83.26642667852443,30.280566520648048,26,store_002
2024-05-01,123.00516893118643,29.670135553315774,66,store_002
2024-05-02,170.7748575613096,29.65308762528232,93,store_002
2024-05-03,153.17541967355564,30.544145782943822,83,store_002
2024-05-04,126.64051022867895,29.166109283038594,26,store_002
2024-05-05,108.79109811973402,27.24627104396227,22,store_002
2024-05-06,96.97010493657388,31.90076709261335,81,store_002
2024-05-07,119.36991155073352,27.12046266465781,80,store_002
2024-05-08,112.40017435773026,30.174469958637527,80,store_002
2024-05-09,156.2982050750739,29.620229462113222,69,store_002
2024-05-10,154.98259176918447,29.284869305267204,62,store_002
2024-05-11,126.06067096369074,27.892785940298495,69,store_002
2024-05-12,108.40832702646205,30.335831030511475,71,store_002
2024-05-13,92.24567908949521,30.1589704727775,45,store_002
2024-05-14,104.38271261299954,30.360507831647553,80,store_002
2024-05-15,120.73654937775012,32.28850136720337,45,store_002
